"","analyzer_version","artist_7digitalid","artist_familiarity","artist_hotttnesss","artist_id","artist_latitude","artist_location","artist_longitude","artist_mbid","artist_name","artist_playmeid","genre","idx_artist_terms","idx_similar_artists","release","release_7digitalid","song_hotttnesss","song_id","title","track_7digitalid"
"29","",19769,0.0155578806830164,0.344246580364038,"ARHO1WI1187B98CB84",NA,"",NA,"d1de79d5-3ca3-42f5-8d82-fbc71a76ec93","Michael Card",98377,"",0,0,"Joy in the Journey",64429,0,"SOWUAYB12A6D4FA1D4","So Many Books ... (The Word Album Version)",669329
"30","",152906,0.327233191416104,0.0637249864633374,"ARYUHNV1187FB482AF",NA,"",NA,"acf836d7-c773-40ee-860b-5f4024e8e97f","Megadrums",-1,"",0,0,"Transformation",202993,0,"SOYTQGO12A8C138C1B","Drummer's Circle",2206387
"31","",39368,0.437193776938502,0.316155987397038,"AROBQ0B1187FB404F6",30.42084,"Pensacola, FL",-87.21724,"f1e23fa9-87f0-44ed-a46d-c91f72a9bbd8","Walter Jackson",6852,"",0,0,"Welcome Home / The Okeh Years",286522,0.353261354264987,"SOOOBCE12A8C134019","What Would You Do",3214845
"32","",172352,0.754180833130426,0.476254162200063,"ARYNSN31187FB4C573",39.96196,"Columbus, OH",-83.00298,"af308783-61fb-492b-9c37-a8cf48f2f064","Bizzy Bone Presents",-1,"",0,0,"Double R",346713,0.340922755864378,"SOROLCY12AB0182652","Intro",3893631
"33","",3369,0.58400755313893,0.409027744570096,"ARE9SYU1187B9B9838",29.18752,"OCALA, Florida",-82.14039,"44419ff2-0251-49ba-933b-b09733ff9adb","Jerry Reed",11430,"",0,0,"Les 100 Plus Grands Titres Country",792118,NA,"SOWBEBK12AB018306A","When You're Hot_ You're Hot",8763305
"34","",11550,0.782555689040213,0.33536857774642,"ARZCXO91187FB53708",32.67828,"Georgia",-83.22295,"c7d13c98-8896-4105-b68d-698d4f54ffcd","Justin",70751,"",0,0,"Justin In Love With HK Philharmonic Concert Live",74803,NA,"SOLIAYU12A6D4F9923","Kong",771830
"35","",192910,0.418381811633826,0.317486348374225,"ARPEJMN11F4C84080E",38.00335,"Virginia",-79.77127,"","New Roanoke Jug Band",-1,"",0,0,"Play It For A Long Time",250057,0,"SOOBRTK12A8C13D6A9","When Those Two Towers Fell",2932522
"36","",434953,0.522423829105931,0.417591879764777,"ARJJRZ41187FB4C856",NA,"",NA,"6dd5961a-16e7-4f03-8385-b251e12f9698","Floor",-1,"",0,0,"Its Not The Same",769742,0.266955186275539,"SONROBV12AB0188BC7","Ignis",8524649
"37","",22360,0.389802966827598,0.287731467837425,"ARELA4P1187B991507",31.1689,"Texas",-100.07715,"cb87bb99-3092-4be5-a515-ce8b0699f66f","Charles Williams",-1,"",0,0,"Close Up",675210,NA,"SOLWBGS12AB0187EAD","Close Up",7488367
"38","",391,0.407372280570025,0.482486802139031,"AR1VWD91187FB4CE99",54.97791,"Newcastle",-1.61237,"4d8afa16-4018-4ca8-8b5e-ede8f9314562","The Animals_ Sonny Boy Williamson",44693,"",0,0,"The Animals with Sonny Boy Williamson",759910,0.288481642656029,"SOOCWAO12AB01852C1","Bo Diddley",8413829
"39","",270028,0.713782885977334,0.52916698292646,"ARUYVDC12086C11D5C",NA,"Stockholm",NA,"f7df5df4-4dfa-459d-972b-1ba051c15ddc","Fever Ray",116389,"",0,0,"Live In Lulea",645658,0.554384121183937,"SOJDJRK12AB018565D","I'm Not Done",7153317
"40","",174926,0.398858713211588,0.341061399219414,"ARUT60Q1187B9B90E9",NA,"",NA,"ef2e5f5b-3564-45f2-8fb6-72bad452aeba","Orquesta Broadway",152305,"",0,0,"Tiqui_ Tiqui",782449,0,"SOYNXWG12AC468F51A","La Sitiera",8653786
"41","",9558,0.611942955898151,0.403197977716543,"AR8Q4RZ1187FB46BDC",33.01158,"Linden, TX",-94.365,"f1a3fb4a-fff6-4556-a290-3704b109da90","T-Bone Walker",7295,"",0,0,"Bobby Sox Blues - EP",686635,NA,"SOQYKBE12AC46867EE","Teenage Baby (Digitally Remastered)",7619964
"42","",198574,0.63753338629848,0.310614281473769,"ARMBR4Y1187B9990EB",37.77916,"California - SF",-122.42005,"d518ccb5-d04e-4fe4-bf04-3c306137f68f","David Martin",180241,"",0,0,"Something in Your Eyes",609306,0,"SOHWKQE12A8C142406","It Must Be",6770890
"43","",7037,0.804838888827045,0.457841156094367,"AR0CANF1187B9AF35F",34.05349,"Los Angeles, California",-118.24532,"c71abd83-9d66-4c7b-9f0d-c9c36e85a955","Dilated Peoples",457,"",0,0,"Neighborhood Watch",10168,0.558997327038517,"SOUYTJK12A6701CD3D","Big Business",104155
"44","",196711,0.651957876936951,0.43622054818376,"ARDDTL91187B9974A7",NA,"",NA,"4e359ed9-ea2a-46ac-9f54-df3cdfa4d95e","Warren Barfield",7127,"",0,0,"Reach",578327,0,"SOYVONC12AB0187167","Shadow",6415474
"45","",313474,0.453933361674444,0.329194977651072,"ARZJFLE12086C117FF",NA,"",NA,"95f9f1ef-4c6b-4181-b33a-c1753b0faee1","MN",-1,"",0,0,"Speed 002",627032,NA,"SOQYLQN12AB01801B8","The Truth",6959620
"46","",30269,0.498834975257938,0.379960766975078,"AR9OLFX1187B9A5762",31.30757,"Kosse, TX",-96.63166,"c727f585-54e0-4e0d-b8ad-05f216f99244","Bob Wills",4912,"",0,0,"Bob Wills and His Texas Playboys 1932-1947",686979,NA,"SOCXXWR12AC468929B","Sittin' On Top of the Wolrd",7624434
"47","",352369,0.454122840462302,0.330300583827126,"ARYPRAG11F50C48C62",NA,"",NA,"19f5f292-b684-4bb4-8301-0b8fc7c2cecc","Checkers",-1,"",0,0,"Flame In My Heart",475792,NA,"SOHLKRL12A8C141B63","Oh Oh Oh Baby",5282644
"48","",70032,0.490193633978405,0.377472507311527,"ARYN8YT1187FB38396",NA,"",NA,"a1658d98-c4dc-40b9-8bbd-9793f44e64dd","Los Iracundos",23883,"",0,0,"Discografía Completa Volumen 14",747108,NA,"SOAZTBX12AC4689A69","Adios...Borron Y Cuenta Nueva",8268985
"49","",1633,0.626803106327378,0.405234690787408,"ARJ9DSA1187B990E00",NA,"",NA,"4756395c-57ed-4a63-afb2-01117f14dff6","John And The Bluesbreakers Mayall",19569,"",0,0,"PADLOCK ON THE BLUES",521576,0.5317220984213,"SOFEAJC12A58A7F3AA","A Hard Road",5766243
"50","",31125,0.619530991123833,0.354369615807121,"ARVUQIC1187B9A7C66",NA,"",NA,"b264fc6e-bebc-47c2-a519-1ce8cb53279c","Hevia",10366,"",0,0,"Étnico Ma Non Troppo",150268,0.424090810967438,"SORZPFY12A8C137448","San Xuan",1566908
"51","",4900,0.38178088056465,0.305917775396751,"ARK6JC91187B9B4B2D",NA,"United States",NA,"c708164c-edc4-4128-b7b7-83256ba830fe","Babbie Mason",31558,"",0,0,"Isn't That Just Like God (Studio Track)",646375,NA,"SORRXOY12AB0183759","Isn't That Just Like God (Low Key Performance Track Without Background Vocals)",7161116
"52","",162212,0.609294155145663,0.373060492811901,"AROGAPH1187B98CF9C",NA,"",NA,"93942b87-215a-4626-b5ec-bf129d9fa2f6","Benabar",6211,"",0,0,"Les Risques du Métier",280472,0.464923994180718,"SOADDVU12A8AE47512","Le Zoo De Vincennes",3125967
"53","",5907,0.538085500794565,0.313500755370339,"AR8ACFK1187B9B4063",NA,"New Orleans, LA",NA,"5849fa32-0283-4204-9d1b-507cfaf9d4a2","Champion Jack Dupree",19460,"",0,0,"Champion Jack Dupree Of New Orleans",372926,0,"SOJMOIF12A8C14397B","Christina Christina Blues",4151927
"54","",50493,0.620392055892929,0.390660522722872,"ARLDW2Y1187B9B544F",39.75911,"Dayton, OH",-84.19444,"a13c01e2-7739-4b25-af65-38e2fcb560e2","Tommy James & The Shondells",-1,"",0,0,"The Boat That Rocked",407416,0.69724144513838,"SOFPQSC12A58A7B165","Crimson And Clover",4526060
"55","",22360,0.389802966827598,0.287731467837425,"ARELA4P1187B991507",31.1689,"Texas",-100.07715,"cb87bb99-3092-4be5-a515-ce8b0699f66f","Charles Williams",-1,"",0,0,"Moods",678009,0,"SOPIDCK12AB018DAF8","Barrage",7521804
"56","",123528,0.580971509956603,0.348735929784061,"ARELFAE1187FB40D0A",NA,"",NA,"4e01e834-c872-4c76-87ab-c2304efa5e7e","Bally Sagoo",65999,"",0,0,"Wham Bam!! Bhangra Remixes",540707,0,"SOAPUWG12AB017DE50","Mele Wich Ayee (Shaan Remix)",5987742
"57","",363158,0.396327109216337,0.327012792698729,"ARMAOIY1187B9A3893",NA,"",NA,"e91504af-0b68-4729-8184-f567016658ff","Jerry Yan",169859,"",0,0,"My Secret Lover_ Jerry Yan",704552,NA,"SOMOINR12AB0189188","XI GUAN LIANG GE REN",7818578
"58","",19402,0.490303980373673,0.334415270675361,"ARRPCKN1187FB5BA2F",33.20271,"Naples, TX",-94.68121,"c29fd6f3-56d9-4f3e-bfcd-ad1fea6329a4","Z.Z. Hill",18188,"",0,0,"The Brand New Z.Z. Hill",566959,0.233762705776523,"SOBAMRQ12A8C141DF3","Faithful and True (Collectors Version)",6279052
"59","",95538,0.324128628318018,0.191193993485667,"ARDGBFI1269FCD6AA6",NA,"",NA,"1b5001de-400a-406f-be12-160cf503854f","The Grease Band",-1,"",0,0,"Grease Band & Amazing Grease",120715,0.219482171717121,"SODYMWS12A8C141577","Laughed At The Judge",1248312
"60","",10778,0.695416519041894,0.412110495205267,"ARGEKDX1187FB3A5BF",40.65507,"Brooklyn, NY",-73.94888,"8fbabd07-4b2b-4f4c-add5-680429a8c44a","Marcus Miller",14094,"",0,0,"Original Album Classics",645030,0.609043942677344,"SOKNAQC12A58A7EE5C","Outro Duction",7148175
"61","",22209,0.360613669967794,0,"ARGXNS21187B999665",27.9758,"Florida",-81.54106,"e2388d6b-e615-45ce-a3b1-f82d36b29269","Tina Britt",-1,"",0,0,"Blue All The Way",32680,0,"SOBHGWG12A6D4F50D2","He Put The Hurt On Me",351452
"62","",508442,0.600353314000115,0.38675147523766,"ARFZNDU1187FB417FC",NA,"",NA,"e22e9902-4415-4c7d-8527-32611bd603d1","X-Static",-1,"",0,0,"The Best Of X-Static",684294,NA,"SOVZIXG12AC3DF5331","Murderous Style",7594503
"63","",4726,0.442024981097385,0.286032616918222,"AR0NQD81187FB3AD13",32.74863,"Fort Worth, TX",-97.32925,"b557566c-3987-4548-846a-a685ac096db7","Gary Morris",-1,"",0,0,"Greatest Hits Vol. II",615142,NA,"SOUGZYV12A8C143A6F","You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version)",6838571
"64","",39733,0.485049268295735,0.258224090301865,"AR0B5HI1187B9B9DB9",NA,"",NA,"5d14f4d0-2f40-42fc-8dbe-3d729314fa12","Silvério Pessoa",-1,"",0,0,"Cabeça elétrica coração acústico",254082,0,"SOHLFWF12A58A7989F","Eu vi a maquina voadora",2879115
"65","",13132,0.638614022450754,0.601436482837353,"AR4L4WQ1187FB51996",NA,"Braintree, Essex, England",NA,"4a4ee089-93b1-4470-af9a-6ff575d32704","The Prodigy",40163,"",0,0,"Experience: Expanded (Remastered)",279573,NA,"SORERTC12A8AE454B3","Music Reach (1/2/3/4) (Remastered)",3113331
"66","",171131,0.510798010511546,0.352235516546245,"ARKRQSV1187B99FB13",35.14968,"Memphis, TN",-90.04892,"c4a20639-20b1-43f8-8267-e9163f60cfee","Deborah Allen",112382,"",0,0,"Karaoke: Country Queen - Singing to the Hits",610244,0.26586104921065,"SODMROC12A8C1443E7","I Will Always Love You",6783338
"67","",17247,0.679616957473483,0.354472191051834,"ARB3YS71187FB4E54E",NA,"",NA,"ba713ef2-53b7-4990-92ff-8611dd6cb716","Tomorrow",99170,"",0,0,"Tomorrow",24732,0,"SOBHRIK12A6D4F6E75","Colonel Brown (1999 Digital Remaster)",262266
"68","",493,0.629463245187191,0.424791235570566,"ARJPZSG1187FB3E985",18.01571,"Kingston, Jamaica",-76.79731,"38d64df7-5b7f-42ca-9d98-9541640ca84f","John Holt",64632,"",0,0,"John Holt's 21 Miles From You",349121,NA,"SOCYTFB12AB017F7CE","The Tide Is High - Original",3897276
"69","",124984,0.654644974645846,0.450775217814067,"ART09111187FB5BF48",32.36503,"Meridian, MS",-88.70307,"ef354948-8135-45c0-b48e-9d82fa85e20f","Ty Herndon;Stephanie Bentley",10017,"",0,0,"This Is Ty Herndon:  Greatest Hits",283030,0.405115721691386,"SOVWNAS12A8C130573","Heart Half Empty",3164822
"70","",28882,0.396455253917296,0.299230367929369,"ARH4Z031187B9A71F2",40.73197,"Newark, NJ",-74.17418,"8f2974e0-3647-48f6-86f8-603a2c5f31ae","Faye Adams",70806,"",0,0,"Shake A Hand",373723,0,"SOCSZYG12AB01871C2","My Greatest Desire",5660450
"71","",63381,0.83745012829549,0.476760867098317,"ARDEC2A1187B9A460E",NA,"Cleveland, OH",NA,"d624df22-b03d-4746-ac28-a4bd72aeec26","Chimaira",-1,"",0,0,"Resurrection",142667,0.629071835595227,"SOATHUP12A8C131DC3","The Flame",1487059
"72","",11546,0.616884544036563,0.343844499414451,"ARZBYDY1187FB46DD7",42.54843,"Vernet les Bains",2.38596,"5cad62bb-d08e-4ed7-9b22-7c2026587fc4","Cali",65261,"",0,0,"L'odio del mondo rese l'uomo schiavo dell'amore",808649,0,"SOESWTI12AB0184D39","Sta giu' (feat. Dj Rockdrive)",8940838
"73","",82,0.637181283967584,0.449139951040071,"AR0N0DX1187FB41327",51.50632,"London, England",-0.12714,"4fafdd2b-4cd0-4cc7-a338-cd94cfceeea4","The Master Musicians of Jajouka featuring Bachir Attar",-1,"",0,0,"The Master Musicians of Jajouka",22067,0.304169503435275,"SOSFVEI12A6D4F7C84","The Truth Forever",228120
"74","",97452,0.282167577652731,0.29301071237903,"ARMW8O71187B98CD90",NA,"",NA,"049f3e13-75f1-4454-8fd2-3605936ab794","Angélla Christie",27938,"",0,0,"Eternity",578604,0.204882717742161,"SONOQCH12A6D4FE0EE","Walk With Me",6404908
"75","",4738,0.482148324970962,0.344198187483295,"ARFCOGY1187FB454B4",NA,"Detroit, MI",NA,"29e51d5b-33e6-4646-be96-245c77a49d36","The Winans",-1,"",0,0,"Carry me Home - The Power Of Gospel",572666,0.572920147946523,"SOHPFNX12AB018A5FE","Everything You Touch Is a Song",6346454
"76","",1650,0.549282907458503,0.347547580525675,"ARQCHDN1187FB4C7C2",-22.97673,"Rio de Janeiro, Brazil",-43.19508,"f926459e-1bd2-42a6-a174-8994ad950591","Luiz Bonfa",45970,"",0,0,"Solo in Rio 1959",559294,0.355285536423089,"SOJDTBL12AB0188BF6","A Brazilian in New York",6191094
"77","",15464,0.334542783657061,0.0490343808484878,"AROIHOI122988FEB8E",NA,"",NA,"","Mario Rosenstock",-1,"",0,0,"Gift 2",281000,NA,"SODKPPT12A8AE46A99","De Tree Little Pigs",3125790
"78","",1283,0.833967972052508,0.576903815588339,"ARE8GLF1187FB52532",NA,"",NA,"8bfac288-ccc5-448d-9573-c33ea2aa5c30","Red Hot Chili Peppers",1320,"",0,0,"Californication",30956,NA,"SOPNFTX12A67020455","Get On Top (Album Version)",336021
"79","",54273,0.84775465607329,0.494206855302112,"ARJBWQI1187B9B17D1",NA,"Orlando, FL",NA,"1f5ff245-2837-4d4a-a609-e93e544478c3","Trivium",5414,"",0,0,"Shogun",317615,0.474054830931201,"SOIWZZD12A8C14505C","Upon The Shores [Explicit]",3588127
"80","",172558,0.370429861995241,0.266269757192702,"ARENLSD1241B9C71B9",NA,"",NA,"","Mack and Jamie",-1,"",0,0,"Extreme Channel Surfing",225374,NA,"SOWBRZR12A58A7B5D2","Slimy Little Troll",2465515
"81","",188694,0.564710159052268,0.415937640828159,"ARYZV2X1187B997BE7",NA,"California - LA",NA,"b6f93b66-30e7-4b9b-a70b-4fb82f8cb24c","Chris Standring",-1,"",0,0,"Soul Express",531919,0.494489517502113,"SOPOTLV12AB017C1F7","Mumbo Jumbo (jazz)",5878396
"82","",20480,0.650726924441152,0.423825663344675,"ARM0RY81187B9AF248",34.05349,"Los Angeles, CA",-118.24532,"db403e3d-4753-45d6-8fcb-94db03e882e1","Jerry Goldsmith",7438,"",0,0,"Rambo - First Blood",189516,NA,"SOBRVRZ12A8C132DE5","First Blood",2057842
"83","",17075,0.412473042373009,0.306976307225816,"AR9F71I1187FB46CAF",NA,"",NA,"63da067e-d1ba-4e39-a1ac-ef09594993c4","Gordon MacRae",149144,"",0,0,"Stars Of The Summer Night",301417,NA,"SOWTBIV12A8C13B607","Do You Ever Think Of Me",3391759
"84","",1633,0.626803106327378,0.405234690787408,"ARJ9DSA1187B990E00",NA,"",NA,"4756395c-57ed-4a63-afb2-01117f14dff6","John Mayall & The Bluesbreakers",19569,"",0,0,"Plays John Mayall (Live At Klooks Kleek)",45795,NA,"SOKWXEW12A6D4F7F9E","Crawling Up A Hill - version 2 - mono_ live",488720
"85","",8583,0.574300068277326,0.375593582585173,"ARTDUXM1187B9899ED",32.33112,"Edwards, MS",-90.60536,"c71b4f57-29da-4bf2-bccb-9dc81cd2d905","Charley Patton",17678,"",0,0,"Essential Delta Blues",688952,NA,"SOFLCWE12AC468C2B2","Moon Going Down",7647278
"86","",61219,0.71020337740281,0.514849879573151,"ARUWB5W1187B98D7A1",NA,"Helsinki, Finland",NA,"6e64cbfa-1a60-450e-81f4-c044c868ab24","Ensiferum",-1,"",0,0,"Ensiferum",411428,0.691042545586124,"SOZSSJQ12AB01852D1","Hero In A Dream",4573890
"87","",9907,0.578704330746391,0.369883827948898,"ARTJPHB1187B9968E5",NA,"",NA,"6fca7e3e-d00c-45f0-aa94-c2992f637353","The Race",-1,"",0,0,"Raising Children/Go Figure",13904,NA,"SOEJFMF12A670209F0","Raising Children",144389
"88","",217605,0.439789946826216,0.27002524480233,"ARIULTJ1187B9A2017",NA,"",NA,"67ee5be4-9384-4408-8e27-679b7bb040cb","Neviss",94752,"",0,0,"Backseat Travelling",272685,NA,"SOGVRQG12A58A7E69B","Epilog",3040248
"89","",4411,0.641197514984205,0.448653471129825,"AR4TLW81187B99683D",NA,"Syracuse, NY",NA,"0685ac4a-5cfc-408a-b391-903ea20e00bf","Martin Sexton",53504,"",0,0,"Live Wide Open",519688,0.304169503435275,"SOKQYBC12AB0183C87","Ice Cream Man",5749568
"90","",36258,0.24916926305827,0,"ARVNIVQ1250941026F",NA,"",NA,"","Dylan Kuo",-1,"",0,0,"Not Anymore",48593,NA,"SOBHDHC12A6D4FA2A4","Ji Xiang Yan Chu",520012
"91","",23909,0.598636433948545,0.232825060870582,"ARNNHLN1187FB42912",29.07904,"Hermosillo Sonora, Mexico",-110.94695,"4eccbfad-11fc-4d5b-9e74-e3f1f0b422a6","Yahir",-1,"",0,0,"Con el alma entre las manos",75789,0,"SONKDJU12A67FFB313","No seamos tontos",717392
"92","",8251,0.784143964795702,0.553168863583638,"ARZJ4MI1187B9AF5AF",NA,"Orange County, CA",NA,"5e5480be-eded-44ad-9c45-f6136ec2f5db","Reel Big Fish",1323,"",0,0,"Monkeys For Nothin' And The Chimps For Free",112284,NA,"SODWSGW12A58A7D4B8","Why Do All Girls Think They're Fat (Album)",1159870
