"","analysis_sample_rate","audio_md5","danceability","duration","end_of_fade_in","energy","idx_bars_confidence","idx_bars_start","idx_beats_confidence","idx_beats_start","idx_sections_confidence","idx_sections_start","idx_segments_confidence","idx_segments_loudness_max","idx_segments_loudness_max_time","idx_segments_loudness_start","idx_segments_pitches","idx_segments_start","idx_segments_timbre","idx_tatums_confidence","idx_tatums_start","key","key_confidence","loudness","mode","mode_confidence","start_of_fade_out","tempo","time_signature","time_signature_confidence","track_id"
"37",22050,"621f7464c96805a1f45033127f021c23",0,64.05179,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.331,-14.493,0,0.498,59.362,102.95,5,0.269,"TRACHOZ12903CCA8B3"
"38",22050,"d36d3fe9e27b1d4386b463e90461e198",0,463.49016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.124,-9.492,1,0.48,457.236,81.111,3,1,"TRACHTO12903CBE58B"
"39",22050,"3cac3079508fd9a6bb0f2379f92b674b",0,280.24118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.074,1,0.119,256.592,64.811,4,0.24,"TRACHKX128F934B07A"
"40",22050,"0513d0e290de4e7a382b5cb7c12e80fa",0,226.66404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.046,-8.612,1,0.118,213.769,95.243,4,0.377,"TRACHHO12903CF8CCA"
"41",22050,"3c28d31941055af96c136dfe7c4e09e9",0,123.29751,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.003,-11.124,0,0.219,115.037,162.855,4,0.477,"TRACHYC12903CEAAB6"
"42",22050,"2e61592cf3b9df88188b7a6385494415",0,286.4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.505,-8.57,0,0.534,267.627,133.925,4,0,"TRACHTD128F92EE238"
"43",22050,"3c253fe8d1221f2c3ecd8b55c369928e",0,149.91628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.452,-8.225,1,0.443,147.603,165.546,3,0.6,"TRACHHH128E0788A35"
"44",22050,"81d222d717843e5995b246499243d632",0,207.51628,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.574,-6.748,1,0.525,197.416,117.985,4,0.746,"TRACHFO12903CB3009"
"45",22050,"d4299ccc4907855266ac8c3b72a6c311",0,378.06975,1.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,-12.371,0,0,364.594,136.95,3,0,"TRACHYA128F931BF87"
"46",22050,"b9921836d878dee78e60f03120918d17",0,201.76934,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-15.653,1,0.848,193.271,95.655,1,0.053,"TRACHSH12903CEBC2C"
"47",22050,"8e58fc24ea9128d61ad08501e34f78c7",0,135.70567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.744,-13.42,1,0.672,124.889,135.048,4,0.782,"TRACXJP128F92E3693"
"48",22050,"0cf839ed6665e805064f4135da5036ed",0,259.23873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.788,-7.582,1,0.762,249.365,92.785,4,0.983,"TRACXHQ12903D11ED1"
"49",22050,"8c3e5a7f5e94626c9e4ff468a17713e5",0,304.8224,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.141,-6.356,1,0.401,288.868,94.304,3,1,"TRACXIQ128F92E25AB"
"50",22050,"5fcfceba3d1e0948f19847e27df1d2f9",0,261.32853,3.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,-5.764,1,0.572,256.11,125.02,4,0.962,"TRACXIF128F425E206"
"51",22050,"2c30ff4f622f9d25e401bb094d527d65",0,236.2771,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.624,-17.263,1,0.589,223.19,141.022,4,0.584,"TRACXOY128F934CEDC"
"52",22050,"aebc3279f38d956fc60ff5162586c8f4",0,238.44526,4.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.455,-11.258,0,0.441,226.186,88.018,5,0.412,"TRACXYU128F425EEE8"
"53",22050,"066cf78f901cd33bc15ca83d391915cd",0,200.80281,0.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.524,-21.723,1,0.612,190.74,95.026,4,0.718,"TRACXTK128F92CC024"
"54",22050,"20f6369b16666460aa62b41e62cc5095",0,324.70159,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,-11.359,1,0.702,315.31,167.841,4,0,"TRACXGH128F931686C"
"55",22050,"bbb8e1b228e9fd1b43cb8059bff910a1",0,87.87546,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671,-12.91,1,0.606,87.875,74.666,1,0,"TRACXHN12903CD2B4C"
"56",22050,"55636109fbc4807998d5f696b561614d",0,373.39383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.527,-12.392,0,0.507,359.282,111.901,4,0.854,"TRACXRL128F9317EAE"
"57",22050,"b42bc1ef0784636d58d1df1a9374e9fe",0,252.18567,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.571,-10.803,1,0.644,242.474,117.892,4,1,"TRACXDB12903CA4432"
"58",22050,"b17f5bd58af588cf367b541c2ae043ae",0,333.322,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.385,-8.301,1,0.627,329.427,73.545,3,0.342,"TRACXUW128F93093F5"
"59",22050,"2fb67b93d495daea8da11e8fdf8c91e8",0,325.25016,2.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.009,-16.021,1,0.319,309.29,123.891,4,0.491,"TRACXQB128F42A7FA1"
"60",22050,"2abfbcb5f16d3bd8c480560f7c0f8626",0,52.00934,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.682,-13.227,1,0.48,52.009,78.382,3,0.522,"TRACXGV128F9349C63"
"61",22050,"1dab1fb7ecb171c3fa2e8b0803e4a092",0,177.94567,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.69,-7.162,1,0.559,168.176,118.835,1,0.201,"TRACOVO128F1470021"
"62",22050,"a190eb446e35aac68cca78175d594a42",0,262.79138,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.131,-12.139,1,0.294,259.309,98.645,5,0.927,"TRACOSS12903CE4724"
"63",22050,"9c4c5f689fd28972be21b0609fa5383d",0,228.5971,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.752,-12.584,1,0.723,220.085,81.809,4,0,"TRACOGY128F92FE95C"
"64",22050,"7791b066312a1121c2d68bc66523a6f3",0,364.48608,3.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.64,-11.448,1,0.609,335.882,95.997,3,1,"TRACONJ128F4272091"
"65",22050,"325a795c741f2b250ce8e83996e0ead5",0,252.52526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.478,-5.434,0,0.504,249.661,215.916,5,1,"TRACOUL128F425BDE0"
"66",22050,"b1ff2d4c2b1041e48824311ed57b0b59",0,189.57016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.755,-11.156,1,0.726,178.927,67.904,4,0.655,"TRACOSY128F92F12B7"
"67",22050,"2c9a7bbdb9aef928e594b6d3c8cc2a04",0,173.26975,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.682,-11.216,1,0.532,165.912,138.028,4,0,"TRACOAF128F145D996"
"68",22050,"12db8ac7933e9c4a75dbb956000f1990",0,170.50077,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.708,-13.898,1,0.548,165.03,166.05,4,0.281,"TRACOTY128F930BCFA"
"69",22050,"c6bd6342e0b5201980e2f39e477fb675",0,295.3922,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.782,-7.688,1,0.71,284.102,74.166,5,0.785,"TRACOBC128F4266853"
"70",22050,"92cc496cf6d8979a0debbf98bc30b7ce",0,144.1171,0.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-11.508,1,0.267,140.353,110.323,3,1,"TRACOIZ128F933E368"
"71",22050,"b1d5d12f95b65691d5d055a78d085369",0,323.18649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.631,-4.238,1,0.509,323.186,150.11,4,0.852,"TRACOHQ128F424C5EF"
"72",22050,"4e5b5f52e9d1794a77a6c6dc519f9ec4",0,222.17098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.567,-4.184,1,0.616,219.951,187.716,4,0,"TRACOLN12903CCAF8B"
"73",22050,"f1c240526ac05733905dad8a167d7e99",0,623.72526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.443,-15.926,1,0.403,623.725,131.578,4,0.519,"TRACOTC128F1455F32"
"74",22050,"9508806cdf7502f1176c62a9e7e8c4d8",0,348.36853,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.497,-8.665,0,0.46,331.993,111.465,4,0.521,"TRACMKA12903CB078D"
"75",22050,"43cb2103e61f0e179ca5739830f68aa6",0,319.60771,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.346,-13.792,1,0.426,309.098,102.328,4,0.906,"TRACMXG12903CA2541"
"76",22050,"58a7c2f17645ed3ad732e623e63e2012",0,305.65832,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.576,-18.713,0,0.449,297.802,105.813,4,0.141,"TRACMJP128F9349362"
"77",22050,"d6bcecb31e48032d397ee92b62606c3b",0,319.63383,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.111,-5.849,1,0.012,314.63,79.09,3,0.674,"TRACMYR128F425EE37"
"78",22050,"4a3406e9c843e671b4364d93ae27fd62",0,198.05995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.455,-1.479,0,0.372,198.06,76.986,3,0.92,"TRACMMG128F146D705"
"79",22050,"bb9787fea878895147b476ae432e4cc6",0,321.17506,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.597,-3.973,0,0.497,313.295,100.604,4,0.448,"TRACMCG128F92CE225"
"80",22050,"b229265784e312012424498f13eeb7f4",0,66.42893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.14,-15.755,1,0.356,63.478,186.13,4,0.451,"TRACMAD128F429742B"
"81",22050,"39ae918f980d4c2bd442f8fef1757316",0,257.59302,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.694,-9.449,0,0.797,246.886,97.959,4,0,"TRACMJZ128F92FD86B"
"82",22050,"4051e6a44656c5e10520ac89ea18e8e1",0,281.28608,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.146,-18.719,1,0.6,268.469,77.306,5,0.263,"TRACMZA128F423DD3E"
"83",22050,"87da1b9752b771f4a64c7076682b835b",0,179.59138,2.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.125,-16.215,1,0.24,173.662,77.929,5,0.94,"TRACMVZ128F429AE0E"
"84",22050,"2d4b171a57861667fc9ae4b788fcef53",0,142.602,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.416,-4.62,0,0.382,142.602,166.238,1,0,"TRACMIV128F14898A3"
"85",22050,"ec395991829475e78a540fd1e151c11f",0,196.62322,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.346,-15.164,1,0.343,190.572,107.877,1,0,"TRACMPZ12903CF150B"
"86",22050,"42aa3aaf044cb64dfa51d92c7cc3a92c",0,218.61832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.336,-2.599,0,0.323,215.208,200.061,4,0.423,"TRACMHD128F931FB14"
"87",22050,"8af360f88d5b2abee47bb509052528df",0,225.17506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.39,-5.298,0,0.516,214.192,118.043,4,0.78,"TRACMSI128E078E15F"
"88",22050,"b0949ea2ac252292a2e39cf5bcbe53f3",0,53.39383,2.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.133,-31.412,1,0.541,47.119,160.409,7,0.664,"TRACMLI128F424C865"
"89",22050,"14e74244c8c38234af325b968d97b27e",0,352.88771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,-8.733,1,0.542,341.827,133.391,4,0.806,"TRACMIU128F935381D"
"90",22050,"355b6856422c72fc615111727cd7ebed",0,230.29506,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.515,-5.614,0,0.237,221.304,100.173,4,0.531,"TRACMHS128F148F509"
"91",22050,"455512dfd976b5e0b495b051589b8a4b",0,216.81587,2.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,-5.737,1,0.534,206.187,131.938,4,0.31,"TRACMTI128EF342A56"
"92",22050,"4d325981ce8d839b5942bc81a88ea804",0,153.67791,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.46,-4.188,1,0.502,150.285,159.723,4,0.453,"TRACMFN128F4298DBE"
"93",22050,"b35d54a318b57343437fc8e4a335af14",0,110.44526,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-21.412,1,0.897,110.445,92.29,3,1,"TRACMTN128F92FB689"
"94",22050,"077d88ee616d9b554ffbdfed227f0a56",0,26.67057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.16,-18.169,1,0.514,26.671,35.898,4,0,"TRACMCM12903CB60DA"
"95",22050,"17fbd8df29e28d3fa0b856a9339965f3",0,131.57832,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.15,-13.763,1,0.268,122.77,194.156,4,0,"TRACMOL128F424B776"
"96",22050,"dac189edfc8032bcddac465a452d6cf2",0,188.52526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.488,-11.786,1,0.569,188.525,112.081,4,1,"TRACRRO128F92F34B9"
"97",22050,"ca258aa28a5cdad7fbed33e785ddd506",0,200.38485,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-6.654,1,0.136,194.026,96.024,4,0.526,"TRACROV128F92F6D6F"
"98",22050,"7cac2b7e4ae4d42cca43f596d7e70009",0,263.94077,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,-14.293,1,0.683,260.882,111.492,1,0,"TRACRBQ128F4263964"
"99",22050,"cf9759b2e99a7a6acc205966bcb9280b",0,312.94649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.037,-6.53,0,0.353,299.212,119.987,3,1,"TRACRHZ12903CAF6A4"
"100",22050,"4692589baed7b690937284f495e2180d",0,227.44771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.308,-7.405,0,0.411,216.828,99.238,4,0,"TRACRJZ128F4244626"
"101",22050,"300320776378347b40e783239685e398",0,316.36853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.356,-11.536,1,0.622,303.972,119.194,4,0.938,"TRACRNT128F426FA27"
"102",22050,"d99c7a06cc385a9c1b5875c443d6b7f1",0,220.96934,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.374,-5.911,0,0.339,210.338,96.287,4,1,"TRACRQV12903CC995F"
"103",22050,"fa5f8655564e0aec92a1d773452dde94",0,196.64934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.024,-2.932,1,0.422,192.493,108.831,4,0.019,"TRACRVJ128F14661D6"
"104",22050,"8be2aa77ffdc3450df4c6dcd1a77ee85",0,85.26322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.014,-9.614,0,0.212,85.263,86.536,4,0.445,"TRACRTS128F9300F7E"
"105",22050,"77e3db1cdb03000131d726a8f3dc1c99",0,269.73995,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.424,-7.462,1,0.542,250.358,103.009,4,0.306,"TRACRON12903CB59E6"
"106",22050,"f7874809c23fed053b639b0e0647ed8b",0,68.98893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6.917,1,0,62.787,123.965,4,0.492,"TRACRAR128F92F3B74"
"107",22050,"a6b6263bfa5607d94e03ab2ed115d0ba",0,257.2273,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.747,-2.769,1,0.7,242.451,140.994,4,0.381,"TRACYMH12903CA01DF"
"108",22050,"31af465c771d35453e3f6d982102d2c6",0,223.52934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.529,-5.304,0,0.498,214.698,111.004,4,1,"TRACYCJ128F9309246"
"109",22050,"d31721116f70f28b2f68443a4124a2fe",0,173.37424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.468,-5.516,1,0.429,169.059,201.333,4,0,"TRACYDP128F932BC8E"
"110",22050,"63035b46deaf0a54d480f0cdc09d9c71",0,118.49098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.671,-12.708,1,0.605,108.344,173.709,4,0.519,"TRACYOV128F92CB613"
"111",22050,"d802a0e1e503c0bf9e3b0ee1d306a74e",0,201.482,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.296,-6.724,1,0.151,194.908,108.018,4,1,"TRACYMT128F933333D"
"112",22050,"52ae949bd82ac24b257e21b688cf5832",0,113.78893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.12,-21.506,1,0.519,108.507,96.709,3,0.417,"TRACYBU128F14AE4DD"
"113",22050,"6793139342f81b9457cfea4ab2822f6c",0,205.7922,2.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.506,-8.059,1,0.625,192.952,129.488,5,0.737,"TRACYPF128F9338DE0"
"114",22050,"f24130fe72ab28ca2fb327e3552951a8",0,323.99628,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.702,-17.92,1,0.652,312.372,183.935,4,0.468,"TRACYTM128F933A555"
"115",22050,"4fc0d53fafdb5f82db9787565155cd46",0,281.88689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.625,-8.672,1,0.288,274.721,92.881,4,0.941,"TRACYND128F423E23D"
